customer_id,signup_date,age,location,customer_segment,subscription_plan,monthly_spend,total_spend,acquisition_channel,payment_method,subscription_start_date,renewal_date,tenure_months,plan_changes,upgrades,downgrades,last_login_date,login_frequency,days_since_last_login,sessions_last_30_days,average_session_duration,feature_usage_count,key_feature_usage,activity_change_pct,support_tickets,unresolved_tickets,complaints,failed_payments,churned,churn_date,churn_reason_category,signup_year_month,is_high_value,is_early_stage,has_support_friction,has_billing_issue,has_inactivity_warning,score_inactivity,score_engagement_velocity,score_operational_friction,score_feature_adoption,churn_risk_score,risk_tier,primary_risk_driver,strategic_segment
CUST-19304,2025-04-09,54,North America,SMB,Pro,79.0,632.0,Paid Ads,Credit Card,2025-04-09,2026-04-09,8,0,0,0,2025-12-31,Daily,0,34,25.0,12,1,6.4,0,0,0,0,0,,Active / Retained,2025-04,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19305,2024-10-30,30,North America,Startup/Individual,Basic,29.0,406.0,Paid Ads,Credit Card,2024-10-30,2025-10-30,14,0,0,0,2025-11-09,Dormant (30+ days),52,8,16.0,3,0,-86.7,1,0,0,0,1,2025-07-30,Dormancy / No Team Engagement,2024-10,0,0,0,0,1,25.0,22.5,0.0,17.0,64.5,High Risk,Severe Inactivity,Churned Customer
CUST-19306,2024-03-24,43,Europe,SMB,Basic,29.0,609.0,Organic Search,PayPal,2024-03-24,2025-03-24,21,0,0,0,2025-12-30,Daily,1,47,32.3,3,1,17.3,0,0,0,0,0,,Active / Retained,2024-03,0,0,0,0,0,0.0,0.0,0.0,5.0,5.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19307,2024-04-03,61,Europe,SMB,Pro,79.0,1580.0,Partner Affiliate,Credit Card,2024-04-03,2025-04-03,20,0,0,0,2025-12-11,Rare (1-2x/mo),20,3,18.4,4,0,-62.1,4,2,0,0,1,2025-09-02,Support Friction & Unresolved Issues,2024-04,0,0,1,0,1,20.1,20.525,8.0,17.0,65.6,High Risk,Activity Dropoff,Churned Customer
CUST-19308,2024-03-02,26,North America,Mid-Market,Pro,79.0,1659.0,Paid Ads,Credit Card,2024-03-02,2025-03-02,21,0,0,0,2025-12-13,Rare (1-2x/mo),18,47,15.9,9,0,-30.0,1,0,0,0,0,,Active / Retained,2024-03,0,0,0,0,1,19.4,7.5,0.0,12.0,38.9,Medium Risk,Severe Inactivity,Loyal Customers
CUST-19309,2025-10-16,43,Europe,Mid-Market,Enterprise,249.0,498.0,Direct Sales,Credit Card,2025-10-16,2026-10-16,2,0,0,0,2025-12-31,Daily,0,29,19.8,17,1,-33.0,4,0,0,0,0,,Active / Retained,2025-10,1,1,0,0,0,0.0,8.25,0.0,0.0,8.2,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-19310,2025-01-26,52,Europe,SMB,Basic,29.0,319.0,Referral,PayPal,2025-01-26,2026-01-26,11,0,0,0,2025-12-19,Occasional (1-2x/wk),12,40,31.9,15,1,8.9,3,0,0,0,0,,Active / Retained,2025-01,0,0,0,0,0,18.0,0.0,0.0,0.0,18.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19311,2024-11-06,28,Latin America,Startup/Individual,Basic,29.0,377.0,Direct Sales,PayPal,2024-11-06,2025-11-06,13,0,0,0,2025-12-19,Occasional (1-2x/wk),12,23,29.0,6,1,-10.5,2,0,0,0,0,,Active / Retained,2024-11,0,0,0,0,0,18.0,2.625,0.0,2.5,23.1,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19312,2024-10-24,32,Europe,Enterprise,Custom Tier,749.83,10497.62,Paid Ads,Invoicing,2024-10-24,2025-10-24,14,0,0,0,2025-12-28,Occasional (1-2x/wk),3,4,29.1,2,0,11.7,2,0,0,0,0,,Active / Retained,2024-10,1,0,0,0,0,0.0,2.5,0.0,17.0,19.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19313,2025-09-08,47,Europe,Mid-Market,Enterprise,249.0,747.0,Partner Affiliate,Credit Card,2025-09-08,2026-09-08,3,0,0,0,2025-12-30,Daily,1,31,11.2,7,1,3.7,0,0,0,0,0,,Active / Retained,2025-09,1,1,0,0,0,0.0,0.0,0.0,2.5,2.5,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-19314,2024-07-24,51,Europe,SMB,Basic,29.0,493.0,Organic Search,Credit Card,2024-07-24,2025-07-24,17,0,0,0,2025-11-13,Dormant (30+ days),48,2,5.5,14,1,-75.2,3,0,0,2,1,2025-04-23,Involuntary Billing / Payment Failure,2024-07,0,0,0,1,1,25.0,23.8,12.0,0.0,60.8,High Risk,Severe Inactivity,Churned Customer
CUST-19315,2025-05-20,67,Europe,SMB,Basic,29.0,203.0,Partner Affiliate,Credit Card,2025-05-20,2026-05-20,7,1,0,1,2025-12-31,Weekly (3-5x/wk),0,17,27.0,2,0,17.8,4,1,0,0,0,,Active / Retained,2025-05,0,0,1,0,0,0.0,0.0,4.0,25.0,29.0,Low Risk,Low Feature Adoption / Downgrade,Loyal Customers
CUST-19316,2025-07-14,29,Middle East & Africa,SMB,Pro,79.0,395.0,Organic Search,Credit Card,2025-07-14,2026-07-14,5,0,0,0,2025-10-28,Dormant (30+ days),64,4,10.4,11,1,-44.9,0,0,0,0,1,2025-10-13,Competitor Migration / Natural Attrition,2025-07,0,0,0,0,1,25.0,13.725,0.0,0.0,38.7,Medium Risk,Severe Inactivity,Churned Customer
CUST-19317,2024-03-01,29,North America,SMB,Basic,29.0,638.0,Referral,PayPal,2024-03-01,2025-03-01,22,0,0,0,2025-12-11,Rare (1-2x/mo),20,6,19.2,13,1,-69.7,2,0,0,0,1,2024-12-30,Competitor Migration / Natural Attrition,2024-03,0,0,0,0,1,20.1,19.925,0.0,0.0,40.0,Medium Risk,Severe Inactivity,Churned Customer
CUST-19318,2025-07-29,31,Europe,SMB,Pro,79.0,395.0,Referral,PayPal,2025-07-29,2026-07-29,5,0,0,0,2025-12-31,Daily,0,35,13.3,8,0,11.8,1,0,0,1,0,,Active / Retained,2025-07,0,0,0,1,0,0.0,0.0,6.0,14.5,20.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19319,2024-12-19,37,Europe,Startup/Individual,Basic,29.0,348.0,Direct Sales,Credit Card,2024-12-19,2025-12-19,12,0,0,0,2025-10-26,Dormant (30+ days),66,3,11.6,6,1,-78.3,1,0,0,1,1,2025-07-20,Competitor Migration / Natural Attrition,2024-12,0,0,0,1,1,25.0,24.575,6.0,2.5,58.1,Medium Risk,Severe Inactivity,Churned Customer
CUST-19320,2025-03-21,28,Europe,Mid-Market,Pro,79.0,711.0,Referral,Credit Card,2025-03-21,2026-03-21,9,0,0,0,2025-12-27,Weekly (3-5x/wk),4,29,40.8,12,1,-7.2,2,0,0,0,0,,Active / Retained,2025-03,0,0,0,0,0,7.5,1.8,0.0,0.0,9.3,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19321,2025-01-17,40,North America,SMB,Pro,79.0,869.0,Content / Webinar,Credit Card,2025-01-17,2026-01-17,11,0,0,0,2025-10-30,Dormant (30+ days),62,4,8.4,12,0,-68.8,3,0,0,0,1,2025-02-16,Competitor Migration / Natural Attrition,2025-01,0,0,0,0,1,25.0,19.7,0.0,12.0,56.7,Medium Risk,Severe Inactivity,Churned Customer
CUST-19322,2024-10-22,51,North America,Mid-Market,Enterprise,249.0,3486.0,Direct Sales,Credit Card,2024-10-22,2025-10-22,14,1,1,0,2025-12-26,Weekly (3-5x/wk),5,23,37.0,9,1,11.0,2,0,0,0,0,,Active / Retained,2024-10,1,0,0,0,0,9.0,0.0,0.0,0.0,9.0,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-19323,2024-05-28,62,North America,Startup/Individual,Basic,29.0,551.0,Organic Search,Credit Card,2024-05-28,2025-05-28,19,0,0,0,2025-12-31,Weekly (3-5x/wk),0,17,28.8,19,1,14.7,3,0,0,0,0,,Active / Retained,2024-05,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19324,2025-08-13,63,North America,Startup/Individual,Basic,29.0,116.0,Paid Ads,Credit Card,2025-08-13,2026-08-13,4,0,0,0,2025-12-03,Rare (1-2x/mo),28,8,2.2,13,1,-51.6,1,0,0,0,1,2025-10-12,Competitor Migration / Natural Attrition,2025-08,0,0,0,0,1,22.9,15.4,0.0,0.0,38.3,Medium Risk,Severe Inactivity,Churned Customer
CUST-19325,2025-07-11,40,Latin America,Mid-Market,Pro,79.0,395.0,Paid Ads,Credit Card,2025-07-11,2026-07-11,5,0,0,0,2025-12-30,Daily,1,48,31.2,9,1,18.1,3,0,0,0,0,,Active / Retained,2025-07,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19326,2024-08-08,32,Europe,Mid-Market,Pro,79.0,1264.0,Partner Affiliate,ACH / Bank Transfer,2024-08-08,2025-08-08,16,0,0,0,2025-12-31,Daily,0,26,43.9,5,1,-0.9,1,0,0,0,0,,Active / Retained,2024-08,0,0,0,0,0,0.0,0.225,0.0,2.5,2.7,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19327,2025-10-04,46,North America,Enterprise,Enterprise,249.0,498.0,Organic Search,ACH / Bank Transfer,2025-10-04,2026-10-04,2,0,0,0,2025-12-31,Weekly (3-5x/wk),0,24,37.0,7,1,38.9,2,0,0,0,0,,Active / Retained,2025-10,1,1,0,0,0,0.0,0.0,0.0,2.5,2.5,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-19328,2025-04-12,40,North America,SMB,Basic,29.0,232.0,Content / Webinar,Credit Card,2025-04-12,2026-04-12,8,0,0,0,2025-12-30,Daily,1,33,22.3,12,1,8.8,2,0,0,1,0,,Active / Retained,2025-04,0,0,0,1,0,0.0,0.0,6.0,0.0,6.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19329,2025-01-28,39,North America,Enterprise,Custom Tier,840.83,9249.13,Referral,ACH / Bank Transfer,2025-01-28,2026-01-28,11,1,1,0,2025-12-26,Weekly (3-5x/wk),5,28,25.2,25,1,-36.0,5,1,1,0,0,,Active / Retained,2025-01,1,0,1,0,0,9.0,9.0,6.5,0.0,24.5,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-19330,2024-05-20,61,Latin America,SMB,Basic,29.0,551.0,Organic Search,Credit Card,2024-05-20,2025-05-20,19,1,1,0,2025-12-25,Weekly (3-5x/wk),6,29,29.5,12,1,-0.9,2,0,0,0,0,,Active / Retained,2024-05,0,0,0,0,0,10.5,0.225,0.0,0.0,10.7,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19331,2024-05-24,21,North America,SMB,Basic,29.0,551.0,Partner Affiliate,Credit Card,2024-05-24,2025-05-24,19,0,0,0,2025-11-30,Dormant (30+ days),31,2,4.6,6,0,-100.0,2,0,0,0,1,2025-07-24,Competitor Migration / Natural Attrition,2024-05,0,0,0,0,1,25.0,25.0,0.0,14.5,64.5,High Risk,Severe Inactivity,Churned Customer
CUST-19332,2024-01-10,27,Middle East & Africa,SMB,Basic,29.0,667.0,Organic Search,Credit Card,2024-01-10,2025-01-09,23,0,0,0,2025-12-28,Weekly (3-5x/wk),3,35,14.2,9,1,4.4,2,0,0,0,0,,Active / Retained,2024-01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19333,2025-09-24,23,North America,Startup/Individual,Basic,29.0,87.0,Paid Ads,Credit Card,2025-09-24,2026-09-24,3,0,0,0,2025-12-22,Occasional (1-2x/wk),9,4,21.1,10,0,-4.1,4,0,0,0,0,,Active / Retained,2025-09,0,1,0,0,0,14.4,3.525,0.0,12.0,29.9,Low Risk,Severe Inactivity,New Customers At-Risk
CUST-19334,2025-01-05,28,Asia Pacific,SMB,Basic,29.0,319.0,Paid Ads,Credit Card,2025-01-05,2026-01-05,11,0,0,0,2025-12-16,Rare (1-2x/mo),15,5,11.8,8,0,-72.5,2,0,0,1,1,2025-07-06,Competitor Migration / Natural Attrition,2025-01,0,0,0,1,1,18.35,20.625,6.0,14.5,59.5,Medium Risk,Activity Dropoff,Churned Customer
CUST-19335,2025-03-01,30,North America,Startup/Individual,Basic,29.0,290.0,Referral,PayPal,2025-03-01,2026-03-01,10,1,1,0,2025-12-14,Rare (1-2x/mo),17,9,12.2,10,0,-59.2,2,0,0,0,1,2025-09-30,Competitor Migration / Natural Attrition,2025-03,0,0,0,0,1,19.05,14.8,0.0,12.0,45.8,Medium Risk,Severe Inactivity,Churned Customer
CUST-19336,2025-04-03,63,North America,Enterprise,Enterprise,249.0,1992.0,Paid Ads,Invoicing,2025-04-03,2026-04-03,8,0,0,0,2025-11-27,Dormant (30+ days),34,0,15.3,12,0,-65.9,0,0,0,0,1,2025-08-02,Competitor Migration / Natural Attrition,2025-04,1,0,0,0,1,25.0,21.475,0.0,12.0,58.5,Medium Risk,Severe Inactivity,Churned Customer
CUST-19337,2025-08-21,28,North America,Enterprise,Enterprise,249.0,996.0,Referral,Invoicing,2025-08-21,2026-08-21,4,0,0,0,2025-12-30,Weekly (3-5x/wk),1,13,25.3,12,1,14.3,3,0,0,0,0,,Active / Retained,2025-08,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-19338,2025-03-27,30,Europe,SMB,Basic,29.0,261.0,Organic Search,Credit Card,2025-03-27,2026-03-27,9,0,0,0,2025-12-31,Daily,0,52,17.6,10,0,8.2,1,0,0,0,0,,Active / Retained,2025-03,0,0,0,0,0,0.0,0.0,0.0,12.0,12.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19339,2024-11-29,42,North America,SMB,Basic,29.0,377.0,Paid Ads,Credit Card,2024-11-29,2025-11-29,13,0,0,0,2025-12-19,Occasional (1-2x/wk),12,0,6.7,1,0,-31.6,3,0,0,0,1,2025-04-30,Competitor Migration / Natural Attrition,2024-11,0,0,0,0,0,18.0,12.9,0.0,17.0,47.9,Medium Risk,Severe Inactivity,Churned Customer
CUST-19340,2025-03-12,49,Europe,Enterprise,Custom Tier,761.62,6854.58,Partner Affiliate,Invoicing,2025-03-12,2026-03-12,9,0,0,0,2025-12-31,Daily,0,26,34.2,3,0,7.2,1,0,0,0,0,,Active / Retained,2025-03,1,0,0,0,0,0.0,0.0,0.0,17.0,17.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19341,2024-08-15,42,Asia Pacific,SMB,Basic,29.0,464.0,Referral,Credit Card,2024-08-15,2025-08-15,16,0,0,0,2025-12-26,Weekly (3-5x/wk),5,36,29.3,15,1,3.8,1,0,0,0,0,,Active / Retained,2024-08,0,0,0,0,0,9.0,0.0,0.0,0.0,9.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19342,2025-08-07,49,North America,Mid-Market,Pro,79.0,316.0,Partner Affiliate,Credit Card,2025-08-07,2026-08-07,4,0,0,0,2025-12-27,Weekly (3-5x/wk),4,41,18.9,4,0,-15.1,3,0,0,0,0,,Active / Retained,2025-08,0,0,0,0,0,7.5,3.775,0.0,17.0,28.3,Low Risk,Low Feature Adoption / Downgrade,Loyal Customers
CUST-19343,2024-03-28,28,North America,Startup/Individual,Basic,29.0,609.0,Referral,Credit Card,2024-03-28,2025-03-28,21,0,0,0,2025-10-28,Dormant (30+ days),64,4,16.0,11,1,-36.7,3,0,0,1,1,2024-04-27,Competitor Migration / Natural Attrition,2024-03,0,0,0,1,1,25.0,11.675,6.0,0.0,42.7,Medium Risk,Severe Inactivity,Churned Customer
CUST-19344,2024-11-26,31,Asia Pacific,SMB,Basic,29.0,377.0,Referral,Credit Card,2024-11-26,2025-11-26,13,0,0,0,2025-12-31,Daily,0,34,30.7,13,0,-3.5,1,0,0,0,0,,Active / Retained,2024-11,0,0,0,0,0,0.0,0.875,0.0,12.0,12.9,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19345,2025-10-20,48,Europe,SMB,Pro,79.0,158.0,Paid Ads,Credit Card,2025-10-20,2026-10-20,2,0,0,0,2025-11-08,Dormant (30+ days),53,7,7.4,7,0,-71.5,1,0,0,0,1,2025-11-19,Onboarding Dropoff & Low Feature Adoption,2025-10,0,1,0,0,1,25.0,20.375,0.0,14.5,59.9,Medium Risk,Severe Inactivity,Churned Customer
CUST-19346,2024-08-01,37,Asia Pacific,Startup/Individual,Basic,29.0,464.0,Organic Search,Credit Card,2024-08-01,2025-08-01,16,0,0,0,2025-12-27,Weekly (3-5x/wk),4,13,13.7,15,1,17.9,1,0,0,0,0,,Active / Retained,2024-08,0,0,0,0,0,7.5,0.0,0.0,0.0,7.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19347,2024-08-09,50,North America,SMB,Basic,29.0,464.0,Content / Webinar,Credit Card,2024-08-09,2025-08-09,16,0,0,0,2025-12-23,Occasional (1-2x/wk),8,6,26.6,3,1,-2.0,2,0,0,0,0,,Active / Retained,2024-08,0,0,0,0,0,13.2,3.0,0.0,5.0,21.2,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19348,2025-05-04,36,North America,SMB,Basic,29.0,203.0,Paid Ads,ACH / Bank Transfer,2025-05-04,2026-05-04,7,1,1,0,2025-12-24,Occasional (1-2x/wk),7,19,22.8,13,1,62.3,1,0,0,0,0,,Active / Retained,2025-05,0,0,0,0,0,12.0,0.0,0.0,0.0,12.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19349,2024-10-27,42,North America,SMB,Basic,29.0,406.0,Content / Webinar,Credit Card,2024-10-27,2025-10-27,14,0,0,0,2025-12-28,Weekly (3-5x/wk),3,22,32.8,13,1,-9.0,3,0,0,0,0,,Active / Retained,2024-10,0,0,0,0,0,0.0,2.25,0.0,0.0,2.2,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19350,2025-01-12,33,Latin America,SMB,Pro,79.0,869.0,Paid Ads,Credit Card,2025-01-12,2026-01-12,11,0,0,0,2025-11-02,Dormant (30+ days),59,6,13.9,3,0,-48.6,3,0,0,0,1,2025-10-12,Competitor Migration / Natural Attrition,2025-01,0,0,0,0,1,25.0,14.65,0.0,17.0,56.6,Medium Risk,Severe Inactivity,Churned Customer
CUST-19351,2025-07-20,28,Latin America,Mid-Market,Enterprise,249.0,1245.0,Content / Webinar,ACH / Bank Transfer,2025-07-20,2026-07-20,5,0,0,0,2025-12-28,Weekly (3-5x/wk),3,27,27.4,9,1,-25.8,0,0,0,0,0,,Active / Retained,2025-07,1,0,0,0,0,0.0,6.45,0.0,0.0,6.4,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-19352,2024-04-27,36,Middle East & Africa,Enterprise,Custom Tier,729.6,14592.0,Paid Ads,Invoicing,2024-04-27,2025-04-27,20,0,0,0,2025-12-26,Weekly (3-5x/wk),5,52,24.2,3,0,-29.8,4,1,1,0,0,,Active / Retained,2024-04,1,0,1,0,0,9.0,7.45,6.5,17.0,40.0,Medium Risk,Low Feature Adoption / Downgrade,Loyal Customers
CUST-19353,2024-09-05,51,North America,Mid-Market,Pro,79.0,1185.0,Referral,Credit Card,2024-09-05,2025-09-05,15,0,0,0,2025-12-27,Weekly (3-5x/wk),4,28,30.3,11,1,0.3,3,0,0,0,0,,Active / Retained,2024-09,0,0,0,0,0,7.5,0.0,0.0,0.0,7.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19354,2025-06-21,40,Asia Pacific,SMB,Basic,29.0,174.0,Partner Affiliate,ACH / Bank Transfer,2025-06-21,2026-06-21,6,0,0,0,2025-12-28,Weekly (3-5x/wk),3,58,23.9,10,0,37.2,1,0,0,0,0,,Active / Retained,2025-06,0,0,0,0,0,0.0,0.0,0.0,12.0,12.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19355,2025-10-01,25,North America,Mid-Market,Enterprise,249.0,498.0,Referral,Invoicing,2025-10-01,2026-10-01,2,0,0,0,2025-12-31,Daily,0,29,13.6,17,1,-6.5,3,0,0,0,0,,Active / Retained,2025-10,1,1,0,0,0,0.0,1.625,0.0,0.0,1.6,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-19356,2024-05-17,54,Europe,Mid-Market,Enterprise,249.0,4731.0,Referral,Credit Card,2024-05-17,2025-05-17,19,0,0,0,2025-12-31,Daily,0,34,28.4,14,1,-5.2,2,0,0,0,0,,Active / Retained,2024-05,1,0,0,0,0,0.0,1.3,0.0,0.0,1.3,Low Risk,Healthy Customer / No Major Risk,Champions
CUST-19357,2025-03-27,39,Asia Pacific,Mid-Market,Pro,79.0,711.0,Organic Search,ACH / Bank Transfer,2025-03-27,2026-03-27,9,0,0,0,2025-12-31,Daily,0,37,17.6,4,1,23.4,3,0,0,0,0,,Active / Retained,2025-03,0,0,0,0,0,0.0,0.0,0.0,5.0,5.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19358,2025-03-05,45,North America,SMB,Basic,29.0,261.0,Partner Affiliate,Credit Card,2025-03-05,2026-03-05,9,0,0,0,2025-12-31,Daily,0,47,15.4,13,1,-38.3,3,0,0,0,0,,Active / Retained,2025-03,0,0,0,0,0,0.0,9.575,0.0,0.0,9.6,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19359,2024-12-07,62,North America,SMB,Basic,29.0,348.0,Organic Search,Credit Card,2024-12-07,2025-12-07,12,0,0,0,2025-12-28,Weekly (3-5x/wk),3,27,19.6,16,1,-12.4,1,0,0,0,0,,Active / Retained,2024-12,0,0,0,0,0,0.0,3.1,0.0,0.0,3.1,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19360,2025-06-30,29,North America,SMB,Pro,79.0,474.0,Organic Search,PayPal,2025-06-30,2026-06-30,6,0,0,0,2025-12-31,Weekly (3-5x/wk),0,16,23.2,10,1,6.9,1,0,0,0,0,,Active / Retained,2025-06,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19361,2024-06-19,27,Asia Pacific,Mid-Market,Enterprise,249.0,4482.0,Organic Search,ACH / Bank Transfer,2024-06-19,2025-06-19,18,0,0,0,2025-12-04,Rare (1-2x/mo),27,8,11.7,17,1,-24.7,3,0,0,0,1,2024-10-18,Competitor Migration / Natural Attrition,2024-06,1,0,0,0,1,22.55,8.675,0.0,0.0,31.2,Medium Risk,Severe Inactivity,Churned Customer
CUST-19362,2025-01-17,26,North America,Startup/Individual,Pro,79.0,869.0,Referral,Credit Card,2025-01-17,2026-01-17,11,0,0,0,2025-11-25,Dormant (30+ days),36,3,6.2,13,1,-31.7,1,0,0,1,1,2025-11-17,Competitor Migration / Natural Attrition,2025-01,0,0,0,1,1,25.0,12.925,6.0,0.0,43.9,Medium Risk,Severe Inactivity,Churned Customer
CUST-19363,2025-07-17,32,North America,SMB,Basic,29.0,145.0,Direct Sales,PayPal,2025-07-17,2026-07-17,5,0,0,0,2025-12-30,Weekly (3-5x/wk),1,21,20.4,8,0,-15.5,3,0,0,0,0,,Active / Retained,2025-07,0,0,0,0,0,0.0,3.875,0.0,14.5,18.4,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19364,2025-09-26,41,Middle East & Africa,SMB,Pro,79.0,237.0,Paid Ads,Credit Card,2025-09-26,2026-09-26,3,0,0,0,2025-12-27,Weekly (3-5x/wk),4,35,21.0,12,0,-0.9,4,1,0,0,0,,Active / Retained,2025-09,0,1,1,0,0,7.5,0.225,4.0,12.0,23.7,Low Risk,Healthy Customer / No Major Risk,New Customers At-Risk
CUST-19365,2024-10-26,35,North America,Startup/Individual,Basic,29.0,406.0,Direct Sales,Credit Card,2024-10-26,2025-10-26,14,0,0,0,2025-12-13,Rare (1-2x/mo),18,10,18.2,16,1,2.2,5,0,0,0,0,,Active / Retained,2024-10,0,0,0,0,1,19.4,0.0,0.0,0.0,19.4,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19366,2024-12-28,23,North America,Startup/Individual,Basic,29.0,348.0,Paid Ads,PayPal,2024-12-28,2025-12-28,12,0,0,0,2025-12-30,Daily,1,29,27.1,8,1,-6.9,2,0,0,1,0,,Active / Retained,2024-12,0,0,0,1,0,0.0,1.725,6.0,2.5,10.2,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19367,2024-11-12,53,Europe,SMB,Basic,29.0,377.0,Organic Search,PayPal,2024-11-12,2025-11-12,13,0,0,0,2025-12-30,Occasional (1-2x/wk),1,5,21.6,10,0,-7.0,1,0,0,0,0,,Active / Retained,2024-11,0,0,0,0,0,0.0,4.25,0.0,12.0,16.2,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19368,2024-11-19,61,Asia Pacific,Startup/Individual,Basic,29.0,377.0,Organic Search,ACH / Bank Transfer,2024-11-19,2025-11-19,13,0,0,0,2025-12-27,Weekly (3-5x/wk),4,37,11.9,16,1,-23.1,1,0,0,0,0,,Active / Retained,2024-11,0,0,0,0,0,7.5,5.775,0.0,0.0,13.3,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19369,2024-11-07,28,North America,SMB,Basic,29.0,377.0,Paid Ads,Credit Card,2024-11-07,2025-11-07,13,0,0,0,2025-11-23,Dormant (30+ days),38,8,9.1,7,1,-62.1,0,0,0,0,1,2025-02-06,Competitor Migration / Natural Attrition,2024-11,0,0,0,0,1,25.0,18.025,0.0,2.5,45.5,Medium Risk,Severe Inactivity,Churned Customer
CUST-19370,2024-06-23,21,Europe,Mid-Market,Pro,79.0,1422.0,Direct Sales,Credit Card,2024-06-23,2025-06-23,18,0,0,0,2025-12-28,Weekly (3-5x/wk),3,14,21.9,6,0,3.4,2,0,0,0,0,,Active / Retained,2024-06,0,0,0,0,0,0.0,0.0,0.0,14.5,14.5,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19371,2024-11-26,64,North America,Mid-Market,Enterprise,249.0,3237.0,Organic Search,ACH / Bank Transfer,2024-11-26,2025-11-26,13,0,0,0,2025-12-14,Rare (1-2x/mo),17,2,4.5,13,0,-96.4,3,0,0,0,1,2025-08-26,Competitor Migration / Natural Attrition,2024-11,1,0,0,0,1,19.05,25.0,0.0,12.0,56.0,Medium Risk,Activity Dropoff,Churned Customer
CUST-19372,2024-11-06,25,Europe,SMB,Pro,79.0,1027.0,Partner Affiliate,Credit Card,2024-11-06,2025-11-06,13,0,0,0,2025-11-21,Dormant (30+ days),40,4,16.8,2,0,-38.5,4,1,1,0,1,2025-07-07,Support Friction & Unresolved Issues,2024-11,0,0,1,0,1,25.0,12.125,6.5,17.0,60.6,High Risk,Severe Inactivity,Churned Customer
CUST-19373,2024-08-20,27,North America,SMB,Basic,29.0,464.0,Organic Search,PayPal,2024-08-20,2025-08-20,16,1,1,0,2025-12-20,Occasional (1-2x/wk),11,38,6.0,16,1,40.2,1,0,0,0,0,,Active / Retained,2024-08,0,0,0,0,0,16.8,0.0,0.0,0.0,16.8,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
CUST-19374,2024-05-13,24,North America,SMB,Basic,29.0,551.0,Organic Search,Credit Card,2024-05-13,2025-05-13,19,1,1,0,2025-12-28,Weekly (3-5x/wk),3,31,21.8,12,1,8.5,2,0,0,0,0,,Active / Retained,2024-05,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Low Risk,Healthy Customer / No Major Risk,Loyal Customers
